ID,1_with_prob,2_with_prob,3_with_prob,4_with_prob,5_with_prob,6_with_prob,7_with_prob,8_with_prob,9_with_prob,10_with_prob,11_with_prob,12_with_prob,13_with_prob,14_with_prob,15_with_prob,16_with_prob,17_with_prob,18_with_prob,19_with_prob,20_with_prob,21_with_prob,22_with_prob,23_with_prob,24_with_prob,25_with_prob,26_with_prob,27_with_prob,28_with_prob,29_with_prob,30_with_prob,31_with_prob,32_with_prob,33_with_prob,34_with_prob,35_with_prob,36_with_prob,37_with_prob,38_with_prob
559,1.91051,1.91051,1.91051,1.91051,1.91051,1.91647,1.86628,2.02503,2.10209,2.09597,2.0742,2.07228,2.09773,1.92087,2.08302,2.19333,1.99379,2.02263,2.03441,2.16109,2.01538,2.12879,1.95941,2.12476,2.00244,2.00464,1.94231,2.1558,2.22621,1.95318,2.01875,2.09139,2.17412,2.03622,2.04339,1.8488,2.03167,1.89312
560,0.04797,0.04797,0.04797,0.04797,0.04797,0.04957,0.04181,0.05759,0.06084,0.05891,0.05147,0.05172,0.06348,0.04551,0.06898,0.06906,0.04941,0.05114,0.05366,0.0666,0.04863,0.05444,0.04591,0.06003,0.04815,0.0649,0.04443,0.06183,0.0674,0.04946,0.06805,0.06433,0.06053,0.05664,0.0658,0.03797,0.06088,0.03712
561,0.13073,0.13073,0.13073,0.13073,0.13073,0.12923,0.12497,0.1313,0.13433,0.13405,0.13305,0.13297,0.13413,0.12603,0.13346,0.13852,0.12937,0.13069,0.13123,0.13704,0.13036,0.13556,0.12779,0.13537,0.12976,0.12987,0.12701,0.13679,0.14002,0.12751,0.13051,0.13384,0.13763,0.13131,0.13164,0.12272,0.1311,0.12475
562,1.40189,1.40189,1.40189,1.40189,1.40189,1.26696,1.29374,1.44679,1.44294,1.49095,1.49521,1.38107,1.57068,1.3504,1.44921,1.67819,1.40192,1.37305,1.33617,1.49781,1.3743,1.47046,1.33213,1.37085,1.3442,1.38726,1.30618,1.65625,1.48479,1.4415,1.44718,1.47922,1.46414,1.35725,1.45714,1.29021,1.41864,1.32621
563,2.28363,2.28363,2.28363,2.28363,2.28363,2.42568,2.16268,2.8668,3.03216,2.95088,2.6371,2.64793,3.14324,2.38614,3.37499,3.37841,2.55057,2.62323,2.72964,3.27485,2.51737,2.76239,2.40286,2.99777,2.49731,3.20341,2.3406,3.07401,3.30867,2.55254,3.33589,3.17938,3.01905,2.85531,3.24134,2.06828,3.0338,2.03236
564,0.00929,0.00929,0.00929,0.00929,0.00929,0.01048,0.00965,0.00993,0.0099,0.00971,0.01022,0.0099,0.01045,0.0097,0.00983,0.01101,0.00915,0.01045,0.00997,0.01032,0.01032,0.01037,0.00962,0.00961,0.00988,0.00989,0.0097,0.01072,0.01028,0.00961,0.01039,0.01056,0.01062,0.00949,0.0099,0.00859,0.01058,0.00978
565,2.62539,2.62539,2.62539,2.62539,2.62539,2.57472,2.43633,2.64684,2.74167,2.73323,2.70319,2.70054,2.73566,2.49161,2.71535,2.86757,2.59223,2.63202,2.64828,2.82309,2.62202,2.77851,2.54479,2.77295,2.60416,2.60719,2.52118,2.81579,2.91294,2.53619,2.62667,2.72691,2.84106,2.65077,2.66068,2.39216,2.64449,2.45331
566,2.0799,2.0799,2.0799,2.0799,2.0799,2.29559,2.17516,2.03026,2.13822,2.10668,2.3345,2.06866,2.13258,2.18112,2.06245,2.09981,2.14065,0,2.12612,2.11372,2.05161,2.19182,2.14339,2.26961,2.13165,2.21082,2.23743,2.0026,2.12442,2.14519,2.1449,2.11278,2.15234,2.11153,2.28259,2.19448,2.20648,2.20017
567,3.82009,3.82009,3.82009,3.82009,3.82009,3.62232,3.3733,3.63238,3.74388,3.72976,3.67948,3.67504,3.73383,3.32529,3.69984,3.95464,3.49372,3.56034,3.58756,3.88018,3.54359,3.80557,3.41432,3.79625,3.51371,3.51878,3.3748,3.86796,4.0306,3.39992,3.55139,3.71918,3.91026,3.59173,3.60831,3.15882,3.58122,3.26118
568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,3.32998,3.32998,3.32998,3.32998,3.32998,3.81471,3.47829,3.59132,3.57788,3.50212,3.70999,3.57697,3.80349,3.4968,3.55101,4.02776,3.27636,3.80333,3.60785,3.749,3.74944,3.77107,3.46462,3.46153,3.56905,3.57296,3.49931,3.91129,3.73238,3.45955,3.77872,3.84756,3.87085,3.41084,3.57752,3.04863,3.85296,3.52834
570,1.80425,1.80425,1.80425,1.80425,1.80425,1.80419,1.74411,1.89058,1.96249,1.95679,1.93651,1.93472,1.95843,1.79362,1.94472,2.04751,1.86157,1.88844,1.89943,2.01747,1.88169,1.98737,1.82954,1.98361,1.86963,1.87168,1.8136,2.01254,2.07815,1.82373,1.88483,1.95252,2.02961,1.90111,1.90779,1.72647,1.89687,1.76776
571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,1.8993,1.8993,1.8993,1.8993,1.8993,2.03464,1.78708,2.45852,2.6133,2.53616,2.23835,2.24864,2.71872,2.00017,2.93868,2.94193,2.15623,2.22519,2.32618,2.84364,2.12472,2.35727,2.01604,2.58067,2.10568,2.77584,1.95695,2.65302,2.87574,2.1581,2.90157,2.75303,2.60086,2.44545,2.81183,1.69849,2.61486,1.6644
573,1.10885,1.10885,1.10885,1.10885,1.10885,1.18974,1.03528,1.45191,1.5336,1.48516,1.29816,1.30461,1.5998,1.14859,1.73793,1.73996,1.24659,1.28989,1.35331,1.67824,1.2268,1.37283,1.15856,1.51311,1.21485,1.63567,1.12145,1.55855,1.6984,1.24776,1.71462,1.62135,1.52579,1.42821,1.65827,0.95915,1.53458,0.93775
574,0.46362,0.46362,0.46362,0.46362,0.46362,0.46549,0.45764,0.48726,0.50521,0.50422,0.50069,0.50037,0.50451,0.47579,0.50212,0.52003,0.48763,0.49231,0.49423,0.51479,0.49113,0.50955,0.48205,0.50889,0.48903,0.48939,0.47927,0.51393,0.52537,0.48104,0.49168,0.50348,0.51691,0.49452,0.49568,0.46409,0.49378,0.47128
575,1.28261,1.28261,1.28261,1.28261,1.28261,1.75567,3.98654,1.75398,2.00993,1.68819,1.64471,1.6435,2.02011,1.81033,1.897,1.46579,2.01897,1.96292,1.74651,1.73694,2.22845,1.73173,1.54202,2.13709,1.83292,1.32943,1.92443,1.98507,2.25777,1.6501,1.57342,2.20968,1.3542,1.99526,2.00576,2.18635,1.68683,2.04784
576,2.10517,2.10517,2.10517,2.10517,2.10517,2.61812,2.31267,2.9147,2.58784,2.23781,2.97074,2.3599,3.09604,3.12136,2.33397,2.80681,2.25336,2.39261,3.0334,1.9421,2.97577,2.79307,2.71128,2.39698,2.45134,2.82098,2.67428,2.8388,2.33233,2.87774,1.90869,2.45837,2.55737,3.15774,2.19544,3.16092,2.5891,2.48136
577,1.01442,1.01442,1.01442,1.01442,1.01442,0.93834,1.54342,1.42395,1.22572,1.58517,1.31385,1.6367,1.61554,1.46521,1.19823,1.51967,1.53497,1.33015,1.14291,1.25713,1.2678,1.602,1.19347,1.37639,1.45787,1.44728,1.33082,1.635,1.39618,1.12025,1.27319,1.45486,1.48522,1.43993,1.19435,1.15123,1.56849,0.98473
578,0.84807,0.84807,0.84807,0.84807,0.84807,0.88581,0.91391,0.85317,0.89331,0.91048,0.88682,0.94024,0.92178,0.94125,0.90518,0.89095,0.91981,0.86814,0.94342,0.94582,0.92074,0.97482,0.91767,0.90636,0.91584,0.94515,0.93689,0.95608,0.91731,0.85132,0.92519,0.91456,0.92236,0.93389,0.90965,0.9946,0.9078,0.96988
579,0.00654,0.00654,0.00654,0.00654,0.00654,0.00687,0.00682,0.00708,0.00674,0.00631,0.00683,0.00692,0.00715,0.00732,0.00669,0.0072,0.00716,0.0068,0.00665,0.00731,0.00684,0.0072,0.00682,0.00592,0.00729,0.00711,0.00728,0.00675,0.0064,0.00682,0.00669,0.00677,0.00663,0.00758,0.00662,0.00722,0.00681,0.00668
580,0.00619,0.00619,0.00619,0.00619,0.00619,0.00658,0.00633,0.00589,0.00681,0.00683,0.00611,0.00637,0.00673,0.00668,0.00699,0.00636,0.0069,0.00675,0.00708,0.00629,0.00621,0.00618,0.00637,0.00684,0.00662,0.00624,0.00623,0.00619,0.00647,0.0068,0.00664,0.00673,0.00637,0.00631,0.00636,0.00669,0.00638,0.00642
581,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,3e-05,2e-05,3e-05,2e-05,2e-05,2e-05,3e-05,3e-05,3e-05,2e-05,3e-05,2e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,3e-05,3e-05,2e-05,3e-05
582,2.02316,2.02316,2.02316,2.02316,2.02316,2.04421,4.12217,2.11171,2.21035,1.99633,2.06452,2.03934,2.07236,2.07502,2.07677,1.94277,2.14058,2.13466,2.11357,2.06361,2.05985,2.06999,1.9858,2.04618,2.16645,1.93815,2.0765,2.04526,2.22896,2.04405,1.96504,2.26082,1.89522,2.16254,2.10591,2.19774,2.03567,2.19261
583,2.08917,2.08917,2.08917,2.08917,2.08917,2.00183,2.13248,2.07323,2.24548,2.06764,2.08978,2.14083,2.10534,1.88656,2.17018,2.17553,2.26689,2.25166,2.0813,2.32779,2.06049,2.20918,2.0833,2.09749,2.16351,2.01587,2.10035,2.00859,2.17759,2.11406,2.05606,2.28935,1.99587,1.94394,2.10567,1.93837,2.16038,2.15008
584,2.2946,2.2946,2.2946,2.2946,2.2946,1.83594,2.05925,2.4213,2.57421,2.62588,2.44049,2.48633,2.00535,2.45142,1.78247,2.30393,2.19912,2.59425,1.99737,2.73735,2.22756,2.38363,2.12194,2.22643,2.54406,2.7402,2.05533,2.13097,2.04977,2.5697,1.64753,2.42274,1.91263,2.68204,2.11037,2.02208,1.99884,2.41042
585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,2.58196,2.58196,2.58196,2.58196,2.58196,2.59062,5.15539,2.60779,2.72231,2.47385,2.55301,2.52378,2.56212,2.56521,2.56723,2.41167,2.64131,2.63443,2.60995,2.55195,2.54759,2.55937,2.46162,2.53172,2.67134,2.40631,2.56691,2.53066,2.74391,2.52925,2.43752,2.7809,2.35647,2.6668,2.60106,2.70767,2.51952,2.70171
587,0.83015,0.83015,0.83015,0.83015,0.83015,0.88252,0.84097,0.88324,0.89587,0.81131,0.87834,0.84975,0.93549,0.85112,0.85308,0.89423,0.82699,0.82445,0.86114,0.782,0.88066,0.84499,0.85811,0.8397,0.85538,0.87046,0.85822,0.88501,0.84251,0.90686,0.80002,0.8527,0.85749,0.87726,0.82003,0.92212,0.85044,0.87289
588,2.61397,2.61397,2.61397,2.61397,2.61397,2.51012,3.07569,3.13408,1.7407,2.30186,2.37236,2.77013,2.53124,2.80917,2.73535,2.38054,3.15226,2.24419,1.95481,2.80262,2.67493,2.94365,2.40729,1.7796,2.82514,2.26591,2.98279,2.23383,2.23573,2.82336,2.07449,3.19461,2.14191,3.19831,2.78613,2.30908,3.00881,2.1238
589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,3.24458,3.24458,3.24458,3.24458,3.24458,2.83386,2.83178,3.13235,3.07964,3.18784,3.19745,2.9402,3.36754,2.87108,3.09379,3.60984,2.9872,2.92213,2.83902,3.20331,2.92495,3.14167,2.8299,2.91717,2.85711,2.95417,2.77141,3.56039,3.17396,3.0764,3.0892,3.16142,3.12743,2.88651,3.11164,2.73544,3.02487,2.81657
591,2.37585,2.37585,2.37585,2.37585,2.37585,2.42262,2.50872,2.51334,2.53899,2.55622,2.70725,2.4734,2.64986,2.39341,2.79319,2.65745,2.45891,2.6463,2.67169,2.58397,2.48169,2.75027,2.56072,2.83699,2.5836,2.53251,2.57466,2.62403,2.632,2.63456,2.76761,2.66355,2.52747,2.56713,2.57791,2.58157,2.39976,2.52333
592,1.78072,1.78072,1.78072,1.78072,1.78072,2.26936,2.00673,2.54468,2.25116,1.93574,2.59621,2.04576,2.70913,2.73194,2.02239,2.44849,1.94976,2.07524,2.65268,1.66927,2.60074,2.4361,2.3624,2.07917,2.12816,2.46126,2.32906,2.47732,2.02092,2.5124,1.63915,2.1345,2.2237,2.76473,1.89756,2.76759,2.2523,2.15521
593,2.22835,2.22835,2.22835,2.22835,2.22835,2.5243,2.40705,2.7286,2.57986,2.37424,2.60097,2.41518,2.6044,2.53999,2.61484,2.40926,2.34295,2.53026,2.55704,2.27116,2.59487,2.44835,2.56315,2.32335,2.61669,2.43032,2.38597,2.53272,2.27618,2.89805,2.33282,2.41304,2.34988,2.54348,2.2985,2.93562,2.59628,2.42676
594,2.25803,2.25803,2.25803,2.25803,2.25803,2.29798,4.1789,2.19309,2.13561,2.30201,2.26413,2.15778,2.35856,2.21524,2.20881,2.19504,2.38753,2.5011,2.37673,2.29976,2.32414,2.06398,2.63446,2.12009,2.16846,2.22523,2.36723,2.23808,2.18965,2.12931,2.36411,2.35985,2.37842,2.38348,2.06855,2.37683,2.14812,2.66865
595,1.96283,1.96283,1.96283,1.96283,1.96283,1.95875,2.28981,2.25834,2.61144,2.7727,1.72445,2.43247,2.18076,2.38771,2.45824,2.06094,2.66548,2.48716,2.53125,2.06862,2.06235,2.11134,2.77544,2.58678,1.9429,1.85424,2.74132,2.63506,2.4823,2.69236,2.49899,2.11669,2.28127,2.11292,2.16356,1.97943,2.47009,1.99285
596,3.41282,3.41282,3.41282,3.41282,3.41282,3.33121,6.47585,3.35759,3.19772,3.17321,3.39818,3.1069,3.39377,3.16918,3.40905,3.31352,3.31316,3.35772,2.97045,3.07643,3.17291,2.74035,3.44589,3.13269,3.03659,3.22158,3.29957,2.9266,3.07804,3.08057,3.09892,3.49054,3.17918,3.28125,3.14103,3.11124,3.16598,3.54115
597,3.41028,3.41028,3.41028,3.41028,3.41028,3.5893,3.65797,3.29589,3.52572,3.3114,3.61221,3.40318,3.76243,3.33084,3.61206,3.54644,3.35769,3.12461,3.41595,3.67452,3.40268,3.67026,3.65298,3.29407,3.6226,3.71193,2.91396,3.56181,3.39897,3.43125,3.29876,3.17421,3.40352,3.33344,3.37866,3.45824,3.24901,3.56221
598,0.01366,0.01366,0.01366,0.01366,0.01366,0.0141,0.012,0.01626,0.01714,0.01662,0.01461,0.01468,0.01785,0.013,0.01934,0.01936,0.01405,0.01452,0.0152,0.0187,0.01384,0.01541,0.01311,0.01692,0.01371,0.01824,0.01271,0.01741,0.01891,0.01407,0.01909,0.01808,0.01706,0.01601,0.01848,0.01096,0.01715,0.01073
599,3.96716,3.96716,3.96716,3.96716,3.96716,3.81164,3.98822,4.07909,4.15877,4.04762,4.3503,4.3079,3.9528,4.18353,3.7107,4.031,4.02683,3.95788,3.94153,4.13938,3.9867,4.16936,4.11896,4.24535,4.17344,4.39478,3.92556,4.11452,3.93277,4.14556,3.59706,4.23601,3.76393,4.47093,3.99954,3.98275,4.00172,3.95569
600,1.65251,1.65251,1.65251,1.65251,1.65251,1.68623,3.31275,1.72671,1.7349,1.78193,1.73299,1.65599,1.7745,1.7142,1.75706,1.72167,1.82294,1.7789,1.72736,1.67845,1.74114,1.60591,1.81926,1.63671,1.73615,1.71355,1.86819,1.70667,1.79768,1.68278,1.77054,1.72285,1.73129,1.76255,1.7093,1.77768,1.71268,1.84534
601,3.6056,3.6056,3.6056,3.6056,3.6056,3.55395,3.48899,3.75368,3.01511,3.21273,3.28228,3.23217,3.47774,3.56672,3.41332,3.26934,3.26173,3.22971,3.02446,3.35507,3.29546,3.41678,3.36682,2.92812,3.28709,3.25511,3.40433,3.22016,3.27118,3.42532,3.11166,3.38789,3.14525,3.60443,3.46982,3.20662,3.23402,3.06959
602,1.8078,1.8078,1.8078,1.8078,1.8078,1.86659,3.69216,1.59011,1.85747,1.52139,1.47598,1.47471,1.8681,1.64898,1.73951,1.28908,1.86692,1.80836,1.58231,1.57232,2.08573,1.56687,1.3687,1.9903,1.67257,1.14664,1.76817,1.8315,2.11636,1.4816,1.40151,2.06612,1.17252,1.84215,1.85312,2.04176,1.51997,1.89707
603,3.45391,3.45391,3.45391,3.45391,3.45391,3.40191,3.54084,3.43975,3.5598,3.63088,3.56914,3.70435,3.54124,3.75916,3.52986,3.4998,3.81461,3.47566,3.89164,3.2754,3.28518,3.39869,3.58387,3.8522,3.95914,3.33237,3.6707,3.41148,3.50237,3.6824,3.82547,3.69541,3.64317,3.48982,3.50431,3.53329,3.55478,3.56544
604,2.27148,2.27148,2.27148,2.27148,2.27148,1.22362,2.01775,2.03977,2.26119,1.27263,1.97806,1.69636,1.74959,2.28859,2.18098,2.07448,1.77597,2.31625,1.52467,1.86957,1.84278,1.94554,2.09015,2.02369,2.21053,1.69797,1.64642,1.66922,1.70181,2.09149,2.12437,1.65281,2.20611,1.87067,1.4343,1.76711,1.75577,2.3385
605,2.08201,2.08201,2.08201,2.08201,2.08201,2.05867,3.86874,1.97904,1.98927,2.04802,1.98688,1.89069,2.03874,1.96341,2.01695,1.97274,2.09925,2.04424,1.97985,1.91874,1.99707,1.82812,2.09466,1.8666,1.99083,1.9626,2.15579,1.954,2.0677,1.92415,2.03379,1.97422,1.98476,2.02382,1.95728,2.04271,1.96151,2.12724
606,0.34357,0.34357,0.34357,0.34357,0.34357,0.47461,0.35391,0.34385,0.27661,0.43715,0.38763,0.45781,0.42838,0.33002,0.42498,0.4852,0.32735,0.42263,0.36914,0.3536,0.45311,0.35466,0.43074,0.34509,0.36741,0.46921,0.4482,0.48575,0.30244,0.27087,0.38218,0.40224,0.47896,0.36519,0.43047,0.40859,0.32008,0.38741
607,0.22897,0.22897,0.22897,0.22897,0.22897,0.22587,0.20635,0.23834,0.21075,0.21443,0.18548,0.21161,0.22359,0.21675,0.21939,0.21371,0.21596,0.23287,0.2352,0.21547,0.20169,0.1986,0.24191,0.22898,0.21145,0.21024,0.22756,0.2157,0.2326,0.22584,0.23183,0.22963,0.22712,0.20916,0.2164,0.21131,0.20927,0.20945
608,1.54264,1.54264,1.54264,1.54264,1.54264,1.57032,3.07727,1.61004,1.61788,1.66293,1.61605,1.5423,1.65581,1.59806,1.6391,1.60521,1.7022,1.66003,1.61066,1.56381,1.62386,1.49433,1.69868,1.52383,1.61908,1.59743,1.74555,1.59084,1.67802,1.56796,1.65201,1.60634,1.61443,1.64437,1.59336,1.65886,1.5966,1.72366
609,1.53759,1.53759,1.53759,1.53759,1.53759,1.55437,1.64914,1.62902,1.66364,1.73589,1.63607,1.55075,1.587,1.65793,1.6321,1.64802,1.63786,1.68819,1.65992,1.62647,1.76123,1.54686,1.70401,1.63709,1.51069,1.69307,1.66217,1.7124,1.56951,1.70183,1.73918,1.69464,1.76555,1.64663,1.59587,1.70867,1.77617,1.81869
610,1.26252,1.26252,1.26252,1.26252,1.26252,1.17044,1.02625,1.34093,0.97809,0.9884,1.1143,1.00647,1.3258,0.73917,1.43085,1.32858,0.89756,1.42909,1.25292,1.16205,0.92955,1.37763,1.409,1.39501,1.18249,0.97317,1.03891,1.24308,1.05549,1.04992,1.24619,1.21116,1.00546,0.97408,1.25377,1.09747,0.84077,1.00888
611,3.9107,3.9107,3.9107,3.9107,3.9107,3.65089,4.07523,4.38278,3.59817,3.82699,3.02317,2.59396,2.77147,3.21328,3.00781,3.45111,4.15728,3.85145,3.88486,3.11942,3.94944,2.27639,4.11,3.80326,2.33409,3.2651,3.39633,3.75167,2.84461,4.43286,3.44894,3.24769,4.27201,3.0554,3.11188,4.11869,3.86116,4.32634
613,0.45142,0.45142,0.45142,0.45142,0.45142,0.45785,0.47223,0.46739,0.46978,0.48186,0.46517,0.45089,0.45696,0.46882,0.4645,0.46717,0.46547,0.47388,0.46916,0.46356,0.4861,0.45024,0.47653,0.46534,0.44419,0.4747,0.46953,0.47793,0.45403,0.47617,0.48241,0.47496,0.48682,0.46693,0.45844,0.47731,0.4886,0.49571
614,2.43226,2.43226,2.43226,2.43226,2.43226,2.24385,4.81088,2.29739,2.47237,2.22748,2.15032,2.27451,2.46171,2.31578,2.19847,2.23863,2.29793,2.25282,2.37659,2.43216,2.41752,2.30228,2.25115,2.295,2.41296,2.26843,2.30593,2.33315,2.5658,2.29267,2.24966,2.38992,1.98281,2.22865,2.46963,2.39982,2.1184,2.49645
615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,1.73515,1.73515,1.73515,1.73515,1.73515,2.44949,2.14379,1.63252,1.82297,1.71683,2.39799,1.64639,1.71828,1.84974,1.77059,1.77448,2.16992,0,1.94584,2.31065,1.59473,2.45302,1.91754,2.36992,1.82924,2.16855,1.94471,1.33897,1.74141,2.02181,2.05481,2.12776,2.34212,1.72476,2.15767,2.28623,2.26072,2.29071
617,2.94115,2.94115,2.94115,2.94115,2.94115,2.85677,2.80749,2.71661,2.99778,2.63545,3.16088,2.9155,2.96501,2.58925,2.73378,2.97525,2.63255,2.79617,2.92321,2.93064,2.7511,2.75558,2.96323,2.8817,2.62061,3.34581,2.55475,3.00339,2.76449,2.65408,2.64534,2.98843,2.88481,2.98857,2.89838,2.77834,2.69962,2.73648
618,0.11257,0.11257,0.11257,0.11257,0.11257,0.10973,0.11247,0.11393,0.11492,0.11303,0.11818,0.11746,0.11142,0.11534,0.10731,0.11275,0.11268,0.11151,0.11123,0.11459,0.112,0.1151,0.11425,0.11639,0.11517,0.11893,0.11096,0.11417,0.11108,0.1147,0.10537,0.11624,0.10821,0.12023,0.11222,0.11193,0.11225,0.11147
619,0.00114,0.00114,0.00114,0.00114,0.00114,0.00108,0.00127,0.00122,0.00144,0.00156,0.00083,0.00132,0.00115,0.00129,0.00134,0.00106,0.00148,0.00136,0.00139,0.00107,0.00106,0.0011,0.00156,0.00143,0.00098,0.00092,0.00153,0.00146,0.00135,0.0015,0.00137,0.0011,0.00121,0.0011,0.00113,0.00101,0.00135,0.00101
620,0.28773,0.28773,0.28773,0.28773,0.28773,0.31534,0.32084,0.30595,0.31924,0.30595,0.32014,0.29882,0.3142,0.31498,0.31196,0.31829,0.31417,0,0.31952,0.31071,0.33109,0.31057,0.29933,0.31744,0.31284,0.30964,0.31274,0.3018,0.31233,0.32416,0.31345,0.30528,0.31081,0.30931,0.31215,0.32706,0.32129,0.32063
621,0.11344,0.11344,0.11344,0.11344,0.11344,0.12256,0.11167,0.11448,0.10751,0.11975,0.11422,0.11372,0.12048,0.11192,0.11851,0.11685,0.11038,0.11368,0.11642,0.11329,0.11695,0.11316,0.1148,0.11363,0.1165,0.11996,0.11743,0.12125,0.10946,0.10927,0.11491,0.11498,0.11428,0.11444,0.11761,0.11497,0.11124,0.11867
622,0.47525,0.47525,0.47525,0.47525,0.47525,0.42385,0.74263,0.42742,0.47751,0.47811,0.35488,0.50873,0.51093,0.47408,0.3791,0.53685,0.49928,0.37277,0.38497,0.51827,0.27986,0.49262,0.28686,0.44356,0.47518,0.53846,0.38459,0.47094,0.35817,0.50982,0.42584,0.39719,0.3975,0.37243,0.46562,0.3741,0.54077,0.37561
623,0.83061,0.83061,0.83061,0.83061,0.83061,0.84896,0.94371,0.90273,0.83805,0.84555,0.83086,0.82169,0.80991,0.9123,0.80272,0.90573,0.8546,0.85233,0.87189,0.82367,0.97153,0.82219,0.904,0.85678,0.80034,0.84732,0.82111,0.89501,0.8356,0.88874,0.89969,0.91387,0.91849,0.83618,0.88449,0.91163,0.89697,0.90232
624,0.85042,0.85042,0.85042,0.85042,0.85042,0.87173,0.88457,0.93859,0.84013,0.86989,0.88036,0.87282,0.9098,0.92319,0.9001,0.87842,0.87727,0.87245,0.84154,0.89132,0.88235,0.90062,0.89309,0.82703,0.88109,0.87627,0.89874,0.87101,0.87869,0.9019,0.85467,0.89627,0.85973,0.92887,0.9086,0.86897,0.8731,0.84834
625,0.20041,0.20041,0.20041,0.20041,0.20041,0.18094,0.15382,0.19755,0.14433,0.14585,0.16431,0.1485,0.19533,0.10929,0.21074,0.19574,0.13252,0.21049,0.18465,0.17132,0.13722,0.20294,0.20754,0.20549,0.17431,0.14361,0.15325,0.1832,0.15569,0.15487,0.18366,0.17852,0.14835,0.14375,0.18477,0.16184,0.12419,0.14885
626,0.89566,0.89566,0.89566,0.89566,0.89566,0.98774,0.74827,0.78317,1.09407,1.13454,0.81365,0.9858,0.62258,1.01559,0.84486,0.98002,0.89382,0.93013,1.11792,0.96747,0.99923,0.83944,0.74679,1.1332,0.88102,1.08098,0.99411,0.68581,0.89435,0.83648,1.06616,0.78649,0.99988,1.04264,0.81104,0.84909,0.81181,1.05465
627,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05
628,0.13955,0.13955,0.13955,0.13955,0.13955,0.14273,0.13883,0.1394,0.14579,0.14721,0.13831,0.1442,0.13209,0.14556,0.14198,0.13888,0.14438,0.14031,0.13955,0.14294,0.1432,0.13972,0.13525,0.14237,0.14023,0.14063,0.14637,0.13424,0.13947,0.14001,0.13893,0.13862,0.14011,0.14301,0.13845,0.1419,0.13667,0.14248
629,0.09965,0.09965,0.09965,0.09965,0.09965,0.10051,0.09745,0.09789,0.10291,0.10402,0.09704,0.10166,0.09216,0.10273,0.09992,0.09749,0.1018,0.09861,0.09801,0.10067,0.10088,0.09814,0.09464,0.10022,0.09855,0.09886,0.10336,0.09385,0.09795,0.09837,0.09752,0.09728,0.09845,0.10073,0.09715,0.09985,0.09575,0.10031
630,2.24625,2.24625,2.24625,2.24625,2.24625,2.23255,4.38804,2.20963,2.31382,2.08777,2.15978,2.13319,2.16807,2.17088,2.17272,2.03119,2.24012,2.23386,2.21159,2.15882,2.15486,2.16557,2.07664,2.14041,2.26744,2.02632,2.17244,2.13945,2.33347,2.13817,2.05471,2.36712,1.98098,2.26331,2.2035,2.30049,2.12932,2.29508
631,1.60992,1.60992,1.60992,1.60992,1.60992,1.54893,3.17058,1.52088,1.61814,1.59163,1.64945,1.41794,1.56487,1.46832,1.49299,1.45823,1.59332,1.64953,1.65452,1.5115,1.59828,1.65071,1.4332,1.52814,1.62554,1.45666,1.61412,1.53564,1.86874,1.47772,1.48497,1.64231,1.41451,1.50892,1.52331,1.65756,1.5453,1.84305
632,0.10375,0.10375,0.10375,0.10375,0.10375,0.10337,0.10384,0.10722,0.10538,0.09898,0.10623,0.10426,0.10331,0.10059,0.10351,0.1109,0.09881,0.10246,0.10399,0.10901,0.10531,0.10509,0.106,0.10099,0.10235,0.10834,0.0972,0.10853,0.10285,0.10394,0.10121,0.10354,0.10639,0.10617,0.1057,0.10282,0.104,0.10324
633,0.93984,0.93984,0.93984,0.93984,0.93984,0.81938,1.09123,0.79681,0.96939,0.96196,0.90564,0.9688,0.82276,0.87246,0.87294,0.77779,0.98374,0.79919,1.09245,0.61175,0.68236,0.79752,1.0435,0.96412,1.06755,0.73809,1.01945,0.74406,0.95124,1.02138,1.05547,1.00847,0.83158,0.77438,1.02996,1.07727,0.82006,0.86076
